,news,class
3809,"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3810,"Says Russ Feingold ""wanted to get money out of politics. Now he's profiting from that same dark money.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3811,"""Ron Johnson said specifically that he hopes the first steps occur to privatize the"" Veterans Administration.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3812,"""More black babies are aborted in NYC than born.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3813,"The United States has ""10,000 IRS agents making sure that you don't take an improper charity deduction,"" but to fight terrorism, it has ""less than two dozen people focusing on countering violent extremism at home.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3814,"""Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, it’s even more -- almost $1,500 a year.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3815,"After the Texas cutoff of aid to women’s health care services including Planned Parenthood clinics, ""over 150,000… women lost the only health care they had. Our Medicaid birth rate shot up. It cost taxpayers over $130 million in one year alone in extra Medicaid birth costs.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3816,"""The actual (construction) contracts that we’ve awarded to date have come in several hundred million dollars below estimates.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3817,"Since he took office as Milwaukee County executive, ""we have never raised"" bus fares and ""this year there’ll be a million route-miles more than there were five years ago.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3818,"""59 percent of Americans today believe that Barack Obama is still a Muslim.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3819,"""@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3820,"""If we pass immigration reform, it will make wages go up on average $250 for the average household.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3821,"The New York Police Department used to have ""surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3822,"Wisconsin’s 6th congressional ""district has more manufacturing jobs than almost any other"" in the nation.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3823,"""Forty-five states allow open carry of firearms.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3824,"Says Ted Cruz ""is a supporter of legalizing people that are in this country illegally"" and ""proposed giving them work permits.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3825,"In Japan, ""permanent residency is not given to Muslims,"" the ""propagation of Islam"" is banned, ""one cannot import a Koran published in the Arabic language,"" and ""Muslims cannot even rent a house.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3826,Drinking champagne could help prevent Alzheimer’s and other forms of dementia.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3827,"Climate change is ""directly related"" to the growth of terrorism.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3828,"Says Hillary Clinton and the Democrats ""admitted there’s one candidate who scares Hillary Clinton, and that’s Sen. Marco Rubio.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3829,"""When I became governor, I inherited a large deficit. You know what? We just turned that into the largest surplus in Virginia history.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3830,"The ""Democratic Party is getting smaller and smaller and smaller.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3831,"""Net immigration from Mexico last year was zero. Fact-check me.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3832,"""The Chinese are there"" in Syria.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3833,"The Consumer Financial Protection Bureau has ""no congressional oversight.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3834,"North Korea ""has over two-dozen nuclear warheads.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3835,"""Women fill two-thirds of minimum wage jobs.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3836,"""In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3837,"""When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3838,Georgia is one of the 10 most tax-friendly states for retirees.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3839,"The Trans-Pacific Partnership ""was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3840,"The Democrats plan ""to raise your tax rates to 70 or 80 percent.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3841,"""Obamacare isn't helping anyone.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3842,"Says President Dwight Eisenhower ""moved 1.5 million illegal immigrants out of this country.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3843,"Income inequality ""seems to be worst in cities run by Democrats.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3844,"""Every time we raise the minimum wage, the number of jobless people increases.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3845,"Says he balanced the Milwaukee County budget ""without raising taxes five years in a row.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3846,"""Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3847,"""Every signer of the Declaration of Independence had no federal elected office experience.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3848,"""How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3849,"The Koch Brothers are ""spending more money than either the Democratic or Republican parties"" in the 2016 elections.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3850,On support for the Export-Import Bank,https://static.politifact.com/CACHE/images/politifact/rulings/meter-full-flop/48e8c426e77dec514cf7babe1353dfad.jpg
3851,"""My plan actually gives the middle class the greatest break: $2,000 per family.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3852,"""There was never a single shred of evidence presented to anyone"" that the attacks in Benghazi, Libya, were ""spontaneous, and in fact, the CIA themselves understood that early on.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3853,"Under his tax plan, ""the greatest gains, percentage-wise,"" will be ""at the lower end of our plan.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3854,"""No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3855,"""Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3856,"The debt limit deal ""allows President Obama to borrow unlimited amounts of money.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3857,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3858,"""We have record numbers of people living in poverty.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3859,"""If you're born poor, you're more likely to stay poor than any time in American history.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3860,"Among manufacturers with fewer than 50 employees, ""the average cost in terms of regulations is $34,000 per employee.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3861,"""In Florida, we have the lowest in-state tuition of any state.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3862,"In 2008, then-Sen. Barack Obama ""missed 60 or 70 percent of his votes."" In 2004, John Kerry missed ""close to 60 to 70 percent"" and Bob Graham missed ""over 30 percent of his votes.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3863,"Bernie Sanders’s plan is ""to raise your taxes to 90 percent.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3864,"""For the first time in 35 years, we have more businesses closing than starting.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3865,"""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3866,On receiving campaign contributions from out-of-state donors,https://static.politifact.com/CACHE/images/politifact/rulings/meter-full-flop/48e8c426e77dec514cf7babe1353dfad.jpg
3867,"""The federal government owns about half of the West, yet it continues to acquire more land.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3868,"""The president said he’s going to bring in 250,000 (Syrian and Iraqi) refugees into this country.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3869,Georgia has the highest flu activity in the country.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3870,"Because of Obamacare ""people’s premiums ... are going up 35, 45, 55 percent.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3871,"""In 40 years, 23,000 chemicals came on the market and only four were regulated.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3872,Brewpubs can't sell growlers of their beer to customers.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3873,"""Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a ‘reformer.' """,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3874,"Says Hillary Clinton ""couldn't bring herself to say we need to separate commercial banking and speculative banking, namely reinstating Glass-Steagall.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3875,"To abide by Environmental Protection Agency rules when mining or drilling you have ""to take caution not to disturb bodies of water barely bigger than a puddle.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3876,"""The word progressive ... was created as a substitute for ‘communist’.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3877,"A Republican bill that would change John Doe criminal investigations is ""creating exceptions in the law for politicians.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3878,"Says Bernie Sanders is going to ""tax you people at 90 percent.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3879,"From 2014 to 2015, Austin’s ""murder rate is up a whopping 83 percent.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3880,"""We have the highest funding in (the) K-12 system in the history of the state.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3881,"""Fifteen out of the 20 most polluted cities in the world"" are in India and China.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3882,On the Keystone XL pipeline,https://static.politifact.com/CACHE/images/politifact/rulings/meter-no-flip/43aa9a0fb913d1684e9127b6c291ec83.jpg
3883,"""Every other major country"" has family paid leave.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3884,"President Barack Obama and Secretary of State John Kerry agreed ""to lift Iran’s economic and arms sanctions without any proof of change in conduct.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3885,"""There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress"" that concluded ""nobody did anything wrong, but there were changes we could make.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3886,"Texas has ""outstripped the national poverty rate"" since ""at least 1959.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3887,"Pollsters say ""don't actually believe our own data"" and Gallup stopped primary polling ""because they don't trust their methodology.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3888,"""When we had a conservative Republican president we were losing 750,000 jobs a month.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3889,"Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference ""for voting our conscience.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3890,"""In the states that allow open carry, violent crime was 23 percent lower.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3891,"Says U.S. Sen. Ron Johnson ""led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3892,"""While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3893,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state ""employment commission reinstated the person.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3894,"""100 percent of the crime is committed, in estimate, by about 15 percent of the population.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3895,"Today, the deficit is ""below the average deficits over the past 40 years.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3896,"Birth control pioneer Margaret Sanger ""believed that people like me should be eliminated.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3897,"Glen Sturtevant is ""against smaller class sizes.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3898,"Iran’s ""regime is responsible for more than 1,000 American casualties during the Iraq war"" and ""has plotted a terrorist attack here in our nation's capital.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3899,"""90% of Americans want national background checks that close loopholes.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3900,"""We sell 40 percent of our guns without a background check.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3901,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3902,"Says Scott Walker ""said he wouldn't touch"" the state civil service system but now supports overhauling it.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3903,"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3904,"Alabama’s Crimson Tide will be the underdog in Saturday’s game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3905,"""We have 650 people who move to Texas every day.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3906,"Says after leaving the White House, Hillary Clinton ""was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3907,"The unemployment rate may be as high as ""42 percent.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3908,"Says ""Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasn't popular.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3909,"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3910,"""When I left Washington, we had a $5 trillion surplus.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3911,No openly gay man has ever been elected to the Georgia Legislature.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3912,"""Twenty-six men named William have been elected to statewide office and only seven women have had the honor.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3913,"Obamacare doesn’t require members of Congress ""to abide by the same rules that all of the other Americans do.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3914,"""We've had examples like in Yuma County, where we've been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3915,"The tax policies of George W. Bush ""created a dynamic effect of high growth.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3916,"A ""voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3917,"Says Ronald Reagan ""reversed his world’s ‘largest tax cut’ and raised taxes when revenues did not match the expectations.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3918,"Salaries of Austin residents who don't work for city government ""have not been going up 3 percent a year for the last several years.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3919,"""When (Ronald) Reagan came in, from 1978 to 1982, economic growth averaged less than 1 percent a year. There’s only one other four-year period where that’s true. That’s true from 2008 to 2012.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3920,"""The pope and Donald Trump and Tammy Baldwin all agree"" on eliminating the ""carried-interest"" tax break.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3921,"Missouri is ""#1 in the nation for holding down tuition increases at public universities.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3922,"Says ""the cascading effects"" of climate change contributed to the rise of ISIS.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3923,"The Obama administration’s ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3924,"""The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3925,"At this point in 2012, ""Rick Perry was ahead at 29.9 percent, and we had seven more leads before it finally settled on Mitt Romney.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3926,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3927,"""You know our current president is (Muslim). You know he's not even an American.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3928,"The Iran deal ""trusts the Iranians to inspect themselves.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3929,"Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been ""too many in too short a period of time.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3930,"Says he will pursue change in federal law to protect employees from ""extortion from a union"" because ""the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3931,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3932,"""A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3933,"""We're the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3934,"Georgia’s CRCT ""set some of the lowest expectations for student proficiency in the nation.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3935,"""Jeb's policies in Florida helped lead to its almost total collapse.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3936,"""Inspections of abortion centers around Virginia have found multiple violations of parental consent laws … but Gov. Terry McAuliffe and his administration have done nothing.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3937,"""After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
3938,"Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3939,"""I cut state spending more than anybody (in the 2016 GOP field).""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3940,"""Contrary to media reports, Georgia’s gas tax change led to no price increase at the pump.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3941,"""There has never been a panther attack in the history of Florida.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3942,"""The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3943,"""It has been the law since the beginning of the country that the children of American citizens born ... abroad are American citizens by birth.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
3944,""" 'Denali' is the Kenyan word for 'black power.' """,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
3945,"The nuclear agreement with Iran ""never sunsets. There's no sunset in this agreement.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
3946,"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
3947,"""Trump proposed enacting the largest tax increase in American history.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
3948,"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
